,lap,timestamp,heart_rate,cadence,position_lat,position_long,distance,enhanced_altitude,enhanced_speed,calories,power,temperature,fractional_cadence
0,1,2021-03-27 19:52:59+00:00,65,0,-442663194,2087259680,0.01,16.600000000000023,0.0,,,20,0.0
1,1,2021-03-27 19:53:00+00:00,65,0,-442663201,2087259675,0.04,16.600000000000023,0.0,,,20,0.0
2,1,2021-03-27 19:53:01+00:00,66,0,-442663204,2087259662,0.14,16.600000000000023,0.0,,,20,0.0
3,1,2021-03-27 19:53:02+00:00,67,0,-442663196,2087259631,0.37,16.600000000000023,0.0,,,20,0.0
4,1,2021-03-27 19:53:03+00:00,68,0,-442663156,2087259374,2.32,16.200000000000045,0.0,,,20,0.0
5,1,2021-03-27 19:53:04+00:00,68,0,-442663173,2087259066,4.62,16.200000000000045,0.0,,,20,0.0
6,1,2021-03-27 19:53:05+00:00,68,0,-442663263,2087258755,7.08,16.200000000000045,0.0,,,20,0.0
7,1,2021-03-27 19:53:06+00:00,67,91,-442663480,2087258464,10.04,16.200000000000045,0.261,,,20,0.5
8,1,2021-03-27 19:53:07+00:00,67,91,-442663744,2087258240,13.0,15.799999999999955,2.09,,,20,0.5
9,1,2021-03-27 19:53:08+00:00,67,90,-442664049,2087258052,16.16,16.200000000000045,2.547,,,20,0.0
10,1,2021-03-27 19:53:09+00:00,68,89,-442664363,2087257900,19.29,15.799999999999955,2.631,,,20,0.5
11,1,2021-03-27 19:53:10+00:00,68,90,-442664748,2087257752,23.03,16.0,2.669,,,20,0.0
12,1,2021-03-27 19:53:11+00:00,74,89,-442665117,2087257576,26.69,15.799999999999955,2.715,,,20,0.5
13,1,2021-03-27 19:53:12+00:00,76,90,-442665505,2087257486,30.36,16.0,2.725,,,20,0.5
14,1,2021-03-27 19:53:13+00:00,79,90,-442665825,2087257398,33.4,15.600000000000023,2.743,,,20,0.5
15,1,2021-03-27 19:53:14+00:00,81,90,-442666089,2087257339,35.88,15.600000000000023,2.753,,,20,0.5
16,1,2021-03-27 19:53:15+00:00,83,90,-442666398,2087257279,38.77,15.399999999999977,2.762,,,20,0.5
17,1,2021-03-27 19:53:16+00:00,86,90,-442666753,2087257194,42.13,15.600000000000023,2.762,,,20,0.5
18,1,2021-03-27 19:53:17+00:00,88,89,-442667060,2087257104,45.06,15.399999999999977,2.781,,,20,0.5
19,1,2021-03-27 19:53:18+00:00,93,89,-442667361,2087257021,47.91,15.600000000000023,2.79,,,20,0.5
20,1,2021-03-27 19:53:19+00:00,96,89,-442667656,2087256937,50.73,15.399999999999977,2.79,,,20,0.5
21,1,2021-03-27 19:53:20+00:00,99,89,-442667928,2087256835,53.37,15.399999999999977,2.799,,,20,0.5
22,1,2021-03-27 19:53:21+00:00,101,90,-442668231,2087256718,56.32,15.200000000000045,2.79,,,20,0.5
23,1,2021-03-27 19:53:22+00:00,102,90,-442668546,2087256601,59.38,15.200000000000045,2.781,,,20,0.5
24,1,2021-03-27 19:53:23+00:00,102,89,-442668872,2087256482,62.53,15.200000000000045,2.781,,,20,0.0
25,1,2021-03-27 19:53:24+00:00,103,89,-442669179,2087256337,65.58,15.200000000000045,2.771,,,20,0.0
26,1,2021-03-27 19:53:25+00:00,104,91,-442669454,2087256189,68.37,15.0,2.771,,,20,0.5
27,1,2021-03-27 19:53:26+00:00,105,91,-442669721,2087256029,71.13,15.0,2.771,,,20,0.5
28,1,2021-03-27 19:53:27+00:00,106,91,-442669996,2087255882,73.9,15.0,2.781,,,20,0.5
29,1,2021-03-27 19:53:28+00:00,107,90,-442670248,2087255716,76.56,15.0,2.781,,,20,0.5
30,1,2021-03-27 19:53:29+00:00,107,89,-442670498,2087255568,79.12,15.0,2.781,,,20,0.5
31,1,2021-03-27 19:53:30+00:00,108,89,-442670749,2087255421,81.7,15.0,2.781,,,20,0.5
32,1,2021-03-27 19:53:31+00:00,108,89,-442670998,2087255293,84.21,14.799999999999955,2.781,,,20,0.5
33,1,2021-03-27 19:53:32+00:00,108,89,-442671266,2087255158,86.9,14.799999999999955,2.771,,,20,0.5
34,1,2021-03-27 19:53:33+00:00,108,89,-442671532,2087255023,89.57,14.799999999999955,2.771,,,20,0.5
35,1,2021-03-27 19:53:34+00:00,108,90,-442671825,2087254844,92.6,14.799999999999955,2.771,,,20,0.5
36,1,2021-03-27 19:53:35+00:00,107,90,-442672100,2087254672,95.46,14.799999999999955,2.762,,,20,0.5
37,1,2021-03-27 19:53:36+00:00,107,90,-442672369,2087254534,98.17,14.600000000000023,2.762,,,20,0.5
38,1,2021-03-27 19:53:37+00:00,107,90,-442672674,2087254368,101.26,14.399999999999977,2.753,,,20,0.5
39,1,2021-03-27 19:53:38+00:00,107,90,-442672966,2087254199,104.24,14.200000000000045,2.753,,,20,0.5
40,1,2021-03-27 19:53:39+00:00,106,90,-442673218,2087254003,107.01,14.200000000000045,2.753,,,20,0.5
41,1,2021-03-27 19:53:40+00:00,107,90,-442673463,2087253827,109.64,14.200000000000045,2.743,,,20,0.5
42,1,2021-03-27 19:53:41+00:00,107,90,-442673708,2087253639,112.31,13.600000000000023,2.743,,,20,0.5
43,1,2021-03-27 19:53:42+00:00,108,89,-442673949,2087253430,115.04,13.399999999999977,2.753,,,20,0.5
44,1,2021-03-27 19:53:43+00:00,108,89,-442674144,2087253204,117.5,13.399999999999977,2.753,,,20,0.5
45,1,2021-03-27 19:53:44+00:00,108,89,-442674360,2087252987,120.06,13.399999999999977,2.753,,,20,0.5
